Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,56.959999,58.355000,56.639999,57.340000,57.340000,4094700
2021-03-02,57.509998,58.160000,56.720001,57.060001,57.060001,3845300
2021-03-03,59.700001,63.580002,57.980000,61.759998,61.759998,23938800
2021-03-04,61.500000,63.259998,59.439999,61.869999,61.869999,13491600
2021-03-05,63.160000,65.089996,60.980000,64.120003,64.120003,14017600
2021-03-08,65.339996,65.949997,63.779999,64.309998,64.309998,8828300
2021-03-09,65.050003,65.180000,61.759998,62.340000,62.340000,8113400
2021-03-10,62.680000,63.900002,61.134998,61.310001,61.310001,7269700
2021-03-11,62.290001,64.910004,62.199001,62.720001,62.720001,5778600
2021-03-12,62.490002,66.900002,61.730000,66.370003,66.370003,8332600
2021-03-15,66.330002,67.800003,64.870003,67.419998,67.419998,8146200
2021-03-16,67.339996,67.779999,63.939999,64.690002,64.690002,6503300
2021-03-17,64.989998,66.300003,64.235001,65.930000,65.930000,5639700
2021-03-18,66.430000,68.279999,65.519997,66.080002,66.080002,8046800
2021-03-19,65.559998,67.470001,64.230003,66.559998,66.559998,6036300
2021-03-22,66.680000,66.970001,63.959999,64.160004,64.160004,5067200
2021-03-23,63.801998,64.160004,60.860001,61.560001,61.560001,5399100
2021-03-24,62.369999,63.750000,60.889999,60.970001,60.970001,3239300
2021-03-25,59.910000,63.880001,59.540001,63.570000,63.570000,4677100
2021-03-26,64.714996,65.419998,63.349998,64.510002,64.510002,4384900
2021-03-29,64.489998,65.190002,63.450001,63.619999,63.619999,3171800
2021-03-30,63.610001,63.939999,62.330002,63.049999,63.049999,3475500
2021-03-31,62.970001,63.959999,61.410000,63.180000,63.180000,5822100
2021-04-01,63.450001,64.684998,62.070000,64.639999,64.639999,5154600
2021-04-05,65.550003,65.940002,63.549999,64.470001,64.470001,4202300
2021-04-06,64.529999,65.349998,64.120003,64.239998,64.239998,3730500
2021-04-07,63.849998,64.139999,60.790001,60.959999,60.959999,6128900
2021-04-08,61.110001,62.139999,60.520000,62.009998,62.009998,4918700
2021-04-09,61.500000,61.748001,59.709999,60.970001,60.970001,7642800
2021-04-12,61.257999,62.250000,59.029999,59.849998,59.849998,8687600
2021-04-13,59.259998,62.380001,58.349998,62.330002,62.330002,5672900
2021-04-14,62.340000,64.989998,62.290001,62.799999,62.799999,5163700
2021-04-15,63.470001,65.014999,62.740002,64.440002,64.440002,5304900
2021-04-16,64.470001,64.870003,63.139999,63.400002,63.400002,3292800
2021-04-19,62.939999,63.540001,61.615002,61.869999,61.869999,3871600
2021-04-20,61.730000,62.040001,58.799999,60.799999,60.799999,5179600
2021-04-21,60.310001,61.380001,59.130001,60.740002,60.740002,5305500
2021-04-22,60.759998,62.520000,59.910000,61.000000,61.000000,4749200
2021-04-23,61.400002,63.810001,61.294998,63.700001,63.700001,4369000
2021-04-26,63.980000,64.800003,62.945000,63.060001,63.060001,4745000
2021-04-27,64.853996,65.639999,62.049999,62.139999,62.139999,9832700
2021-04-28,62.240002,64.080002,61.029999,63.400002,63.400002,4482200
2021-04-29,63.959999,63.959999,54.360001,57.099998,57.099998,27085900
2021-04-30,56.060001,58.060001,55.250000,55.660000,55.660000,10841900
2021-05-03,56.299999,57.349998,56.029999,57.080002,57.080002,6547400
2021-05-04,56.189999,56.490002,53.480000,56.189999,56.189999,14453700
2021-05-05,57.570000,57.599998,52.000000,52.630001,52.630001,25071200
2021-05-06,50.626999,51.270000,48.709999,49.799999,49.799999,14933500
2021-05-07,50.549999,51.540001,49.645000,50.070000,50.070000,7766100
2021-05-10,51.270000,51.680000,48.709999,49.160000,49.160000,7563700
2021-05-11,47.400002,49.849998,47.110001,48.820000,48.820000,6907100
2021-05-12,48.869999,49.770000,46.340000,46.889999,46.889999,10442500
2021-05-13,47.303001,48.255001,45.285000,46.020000,46.020000,9573500
2021-05-14,47.110001,50.189999,46.970001,49.650002,49.650002,8314800
2021-05-17,49.250000,50.119999,48.709999,49.709999,49.709999,4213300
2021-05-18,51.110001,53.160000,51.039001,51.509998,51.509998,9206200
2021-05-19,49.889999,52.389999,49.750000,52.209999,52.209999,5218200
2021-05-20,52.730000,52.889999,50.509998,51.959999,51.959999,7883500
2021-05-21,52.490002,53.750000,51.810001,52.320000,52.320000,4842100
2021-05-24,52.419998,54.000000,51.980000,53.310001,53.310001,5993700
2021-05-25,53.590000,55.439999,52.650002,52.759998,52.759998,6658600
2021-05-26,53.099998,55.070000,52.810001,54.919998,54.919998,6364700
2021-05-27,55.400002,56.330002,54.230000,55.490002,55.490002,19935200
2021-05-28,55.290001,57.389999,55.220001,57.090000,57.090000,9039000
2021-06-01,57.341000,59.000000,56.730000,58.759998,58.759998,6700900
2021-06-02,58.700001,59.120998,57.654999,58.459999,58.459999,4065400
2021-06-03,58.000000,58.000000,56.209999,56.320000,56.320000,4581300
2021-06-04,56.650002,57.514999,56.459999,57.400002,57.400002,2963100
2021-06-07,57.540001,59.080002,57.040001,58.560001,58.560001,4535400
2021-06-08,58.910000,59.049999,56.349998,56.740002,56.740002,5714600
2021-06-09,56.939999,57.110001,55.360001,55.380001,55.380001,4140800
2021-06-10,56.130001,56.200001,54.540001,55.660000,55.660000,4991300
2021-06-11,55.730000,56.400002,55.130001,56.110001,56.110001,3654300
2021-06-14,56.299999,60.299999,56.200001,58.410000,58.410000,8750900
2021-06-15,57.950001,58.270000,56.700001,57.820000,57.820000,4098600
2021-06-16,57.830002,57.959999,56.040001,56.970001,56.970001,3881200
2021-06-17,56.750000,59.680000,56.619999,58.799999,58.799999,5242500
2021-06-18,58.799999,59.610001,57.695000,58.480000,58.480000,4640500
2021-06-21,59.180000,59.849998,57.790001,59.500000,59.500000,4559500
2021-06-22,59.380001,59.679001,58.040001,59.060001,59.060001,3429700
2021-06-23,59.544998,61.930000,59.299999,61.410000,61.410000,4918400
2021-06-24,61.250000,61.965000,60.169998,61.779999,61.779999,3747000
2021-06-25,62.090000,62.389999,60.660000,61.500000,61.500000,10442700
2021-06-28,61.500000,61.560001,58.590000,58.730000,58.730000,5371000
2021-06-29,59.180000,60.250000,58.549999,59.990002,59.990002,3530900
2021-06-30,59.660000,61.380001,59.660000,60.480000,60.480000,3741600
2021-07-01,61.294998,62.900002,60.840000,61.869999,61.869999,5423300
2021-07-02,62.000000,63.070000,61.610001,62.790001,62.790001,3507400
2021-07-06,62.619999,63.000000,60.980000,61.639999,61.639999,4470600
2021-07-07,61.730000,61.880001,58.029999,58.750000,58.750000,5801300
2021-07-08,57.410000,58.959999,56.540001,58.549999,58.549999,4062400
2021-07-09,59.220001,60.209999,58.560001,60.060001,60.060001,2677400
2021-07-12,60.000000,60.299999,58.009998,58.070000,58.070000,3104400
2021-07-13,57.730000,58.119999,56.799999,57.070000,57.070000,3346400
2021-07-14,57.500000,57.730000,55.424999,55.830002,55.830002,4103800
2021-07-15,55.860001,56.130001,54.220001,54.730000,54.730000,3593600
2021-07-16,55.020000,55.509998,53.139999,53.400002,53.400002,4546600
2021-07-19,52.060001,52.180000,50.540001,51.720001,51.720001,7056800
2021-07-20,52.009998,53.060001,50.779999,52.950001,52.950001,5018900
2021-07-21,53.000000,56.119999,52.938000,55.770000,55.770000,5955400
2021-07-22,55.750000,56.075001,54.363998,55.139999,55.139999,4418900
2021-07-23,55.660000,55.730000,54.470001,54.900002,54.900002,2730200
2021-07-26,54.889999,55.900002,53.759998,54.389999,54.389999,3894400
2021-07-27,53.740002,53.990002,52.200001,53.320000,53.320000,3389600
2021-07-28,53.959999,55.790001,53.709999,55.770000,55.770000,4639100
2021-07-29,55.299999,57.529999,54.810001,56.740002,56.740002,4140100
2021-07-30,56.080002,56.685001,55.084999,55.320000,55.320000,2842200
2021-08-02,54.970001,57.759998,54.759998,56.000000,56.000000,4798900
2021-08-03,56.360001,56.360001,53.840000,55.380001,55.380001,9309600
2021-08-04,54.035000,54.270000,49.439999,49.529999,49.529999,21655100
2021-08-05,49.599998,53.747002,49.529999,52.419998,52.419998,10310800
2021-08-06,52.509998,53.599998,52.220001,52.439999,52.439999,4531700
2021-08-09,52.119999,52.599998,51.169998,52.130001,52.130001,3872200
2021-08-10,52.580002,54.035000,52.529999,53.849998,53.849998,3612600
2021-08-11,53.439999,54.040001,52.029999,53.910000,53.910000,4266600
2021-08-12,54.610001,54.820000,53.020000,53.820000,53.820000,3243400
2021-08-13,53.910000,54.150002,52.943001,53.389999,53.389999,2776300
2021-08-16,52.580002,52.580002,50.365002,50.830002,50.830002,4082600
2021-08-17,50.049999,50.500000,48.189999,49.110001,49.110001,5530100
2021-08-18,49.160000,50.610001,48.889999,49.580002,49.580002,3198200
2021-08-19,49.200001,49.299999,46.352001,46.790001,46.790001,7034400
2021-08-20,46.341999,46.490002,44.770000,45.889999,45.889999,11134200
2021-08-23,44.490002,47.250000,44.060001,47.240002,47.240002,9545800
2021-08-24,47.419998,48.270000,47.299999,47.669998,47.669998,7341500
2021-08-25,47.880001,49.560001,46.860001,49.430000,49.430000,5597600
2021-08-26,49.358002,50.450001,48.160000,48.599998,48.599998,3069600
2021-08-27,48.115002,49.250000,48.115002,48.389999,48.389999,2762500
2021-08-30,48.430000,48.709999,46.919998,47.130001,47.130001,4307000
2021-08-31,47.160000,48.099998,47.130001,47.610001,47.610001,5075600
2021-09-01,48.000000,49.590000,47.840000,48.369999,48.369999,4550300
2021-09-02,49.000000,49.967999,48.200001,49.299999,49.299999,3808300
2021-09-03,49.189999,49.189999,47.730000,48.209999,48.209999,3745900
2021-09-07,48.580002,50.825001,48.450001,50.590000,50.590000,6125700
2021-09-08,50.480000,51.240002,49.029999,49.810001,49.810001,3456300
2021-09-09,49.470001,51.115002,49.299999,50.509998,50.509998,3236100
2021-09-10,51.189999,51.700001,49.980000,50.009998,50.009998,3333000
2021-09-13,50.945000,52.549999,49.480000,51.840000,51.840000,4018700
2021-09-14,51.590000,52.209999,50.080002,50.529999,50.529999,5012700
2021-09-15,50.849998,51.200001,50.009998,51.009998,51.009998,3506300
2021-09-16,50.750000,52.470001,50.580002,52.389999,52.389999,4322600
2021-09-17,52.770000,53.090000,51.619999,52.180000,52.180000,5396500
2021-09-20,50.430000,52.080002,50.299999,51.119999,51.119999,4322700
2021-09-21,52.653000,55.020000,52.139999,54.450001,54.450001,8427100
2021-09-22,54.959999,55.770000,54.509998,54.689999,54.689999,4972000
2021-09-23,55.419998,56.139999,54.810001,55.639999,55.639999,5155000
2021-09-24,55.070000,56.160000,55.009998,55.860001,55.860001,3322400
2021-09-27,55.779999,56.700001,55.490002,55.980000,55.980000,3253900
2021-09-28,55.700001,56.020000,54.009998,54.180000,54.180000,2757800
2021-09-29,54.939999,54.939999,53.185001,53.320000,53.320000,3162800
2021-09-30,53.220001,53.950001,52.325001,53.590000,53.590000,3454500
2021-10-01,54.400002,55.759998,53.869999,55.480000,55.480000,4369200
2021-10-04,54.410000,54.910000,52.799999,53.680000,53.680000,3905400
2021-10-05,53.930000,54.259998,52.889999,52.919998,52.919998,2881200
2021-10-06,52.590000,54.400002,52.290001,54.160000,54.160000,3466300
2021-10-07,54.560001,56.099998,54.169998,54.700001,54.700001,3813900
2021-10-08,55.020000,56.610001,54.310001,54.889999,54.889999,3234700
2021-10-11,54.790001,54.910000,52.799999,52.799999,52.799999,2971100
2021-10-12,53.000000,53.189999,52.150002,52.549999,52.549999,2978500
2021-10-13,52.520000,53.450001,51.919998,53.240002,53.240002,2884900
2021-10-14,53.240002,53.259998,50.279999,50.509998,50.509998,9119000
2021-10-15,50.895000,52.750000,50.049999,51.580002,51.580002,6396700
2021-10-18,50.759998,51.410000,50.459999,50.470001,50.470001,3437800
2021-10-19,50.689999,50.730000,49.430000,50.040001,50.040001,4930500
2021-10-20,50.070000,50.779999,49.299999,49.410000,49.410000,3245900
2021-10-21,49.450001,50.689999,49.355000,49.570000,49.570000,3885500
2021-10-22,49.099998,49.320000,48.070000,48.320000,48.320000,2983700
2021-10-25,48.340000,49.139999,47.759998,48.119999,48.119999,2914400
2021-10-26,48.770000,49.389999,47.419998,47.540001,47.540001,3616500
2021-10-27,47.799999,48.240002,46.480000,46.720001,46.720001,4622200
2021-10-28,46.860001,47.410000,46.360001,46.919998,46.919998,3298400
2021-10-29,46.840000,47.150002,45.509998,45.869999,45.869999,4137000
2021-11-01,45.770000,46.500000,45.020000,46.400002,46.400002,5748600
2021-11-02,46.689999,46.820000,44.049999,45.320000,45.320000,14019600
2021-11-03,51.549999,52.077000,48.349998,49.029999,49.029999,20734500
2021-11-04,49.240002,50.610001,48.210999,49.139999,49.139999,6775900
2021-11-05,51.150002,54.000000,51.150002,53.549999,53.549999,13430200
2021-11-08,53.980000,56.380001,53.610001,55.240002,55.240002,7768800
2021-11-09,55.189999,56.299999,54.075001,56.259998,56.259998,6752000
2021-11-10,55.430000,57.680000,53.840000,54.599998,54.599998,8000900
2021-11-11,54.840000,54.959999,52.840000,53.180000,53.180000,5164100
2021-11-12,53.389999,53.470001,52.279999,52.959999,52.959999,3768000
